n,partie_imaginaire,T_MAX,methode,step_adaptatif,n_workers,turing_complet,calcule_le
5413,5829.884397342048,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5414,5830.591034346444,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5415,5831.348619828558,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5416,5832.010437995125,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5417,5833.32074898773,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5418,5834.000771326141,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5419,5834.935242016802,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5420,5835.952597527725,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5421,5836.40977579347,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5422,5837.69481693744,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5423,5838.887811770638,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5424,5839.657148889604,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5425,5840.870745780083,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5426,5841.773244696565,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5427,5842.257347261063,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5428,5843.004016163601,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5429,5843.745504057075,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5430,5845.043540778851,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5431,5846.12234647574,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5432,5846.85896715362,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5433,5848.1829874153755,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5434,5848.9969583433285,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5435,5849.661517375553,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5436,5850.48926813853,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5437,5851.711059759896,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5438,5852.66814558846,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5439,5853.095554594941,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5440,5854.191539972039,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5441,5854.7154917729395,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5442,5856.094228893924,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5443,5857.843809341439,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5444,5858.0833583094645,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5445,5858.8339530600915,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5446,5859.861397251982,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5447,5860.6493829997635,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5448,5861.434868985917,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5449,5862.557428297671,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5450,5863.094038513301,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5451,5864.6567636064,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5452,5865.5227925106265,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5453,5866.040235324606,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5454,5867.201546981378,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5455,5868.5436609746885,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5456,5868.986917034967,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5457,5870.00899185666,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5458,5870.718884647865,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5459,5871.419724497563,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5460,5872.40279485629,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5461,5873.387593706414,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5462,5874.881588208323,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5463,5875.798358154291,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5464,5876.3749636214725,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5465,5877.609748606668,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5466,5877.933293919489,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5467,5878.676214478654,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5468,5880.463284726764,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5469,5880.709560927625,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5470,5881.8250241205815,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5471,5882.270516172399,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5472,5884.032826244934,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5473,5884.684250047966,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5474,5885.744730540397,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5475,5886.621191165031,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5476,5887.48630038868,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5477,5888.387576534157,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5478,5888.845470521669,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5479,5889.69829183479,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5480,5890.842689357557,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5481,5892.2258482935085,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5482,5893.121091670048,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5483,5894.085613219849,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5484,5894.544410863417,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5485,5895.557133651959,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5486,5896.8146258741335,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5487,5897.52850839518,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5488,5898.045615592846,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5489,5899.335294403183,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5490,5900.02613076822,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5491,5900.832883795791,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5492,5902.160660214254,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5493,5903.459104336165,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5494,5904.359224850043,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5495,5904.786649649029,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5496,5905.3779042969645,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5497,5906.654294834347,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5498,5907.305604481369,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5499,5908.304130378046,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5500,5909.432316004653,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5501,5910.297428639246,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5502,5911.489176576974,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5503,5912.332412220923,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5504,5912.935296612505,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5505,5914.1156665416565,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5506,5915.0195767541445,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5507,5916.08833258069,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5508,5916.4411691279975,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5509,5917.380890968539,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5510,5917.975417960737,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5511,5920.055550868993,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5512,5920.538476511501,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5513,5921.438418562954,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5514,5922.552080087764,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5515,5923.106480527552,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5516,5924.023918205912,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5517,5924.612567997042,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5518,5925.982652112324,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5519,5926.867806897631,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5520,5927.479356433868,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5521,5928.899161984594,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5522,5929.3453828974925,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5523,5930.860362894446,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5524,5931.570134864405,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5525,5932.736065547438,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5526,5933.033536559582,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5527,5933.987898043519,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5528,5934.829981307315,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5529,5935.948347327594,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5530,5936.465147329194,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5531,5938.287679988201,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5532,5939.265303266823,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5533,5939.6958387113955,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5534,5940.379099853132,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5535,5941.441894804407,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5536,5942.467736153845,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5537,5943.543979174502,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5538,5944.130246624258,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5539,5944.725413371058,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5540,5946.14333199071,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5541,5946.820062653001,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5542,5948.30161386944,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5543,5949.1424263126355,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5544,5949.777706351522,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5545,5950.9890843929925,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5546,5951.430121674386,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5547,5952.261902584628,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5548,5952.902618768109,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5549,5954.4659957606555,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5550,5955.342138476738,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5551,5956.365914060979,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5552,5957.027692949345,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5553,5958.332640101392,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5554,5958.866457495425,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5555,5959.876516604981,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5556,5960.7406930761,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5557,5961.788662547502,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5558,5962.57424588566,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5559,5962.943559513121,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5560,5964.14653345962,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5561,5965.7365091676365,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5562,5966.619515143619,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5563,5967.433133231373,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5564,5968.178918743095,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5565,5968.735878784986,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5566,5969.779680206772,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5567,5970.844216766736,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5568,5971.604971542722,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5569,5972.485368405061,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5570,5973.620902248293,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5571,5974.886211179454,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5572,5975.356163229908,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5573,5976.14190189254,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5574,5978.02659041929,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5575,5978.13930972579,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5576,5978.8326703527955,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5577,5979.862288578085,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5578,5980.59261333338,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5579,5981.506260799349,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5580,5982.914976763732,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5581,5984.01261564001,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5582,5984.792817506802,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5583,5985.669034669888,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5584,5986.419145205076,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5585,5987.055919517703,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5586,5988.313841463136,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5587,5988.973948250782,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5588,5990.294284873583,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5589,5990.809755142914,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5590,5991.472985430085,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5591,5993.084653614646,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5592,5994.057233174674,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5593,5995.024532494488,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5594,5995.409540651148,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5595,5996.609465538454,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5596,5997.392505688816,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5597,5998.052919752656,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5598,5998.7347949432915,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5599,6000.121020998335,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5600,6001.495519089926,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5601,6002.154589633412,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5602,6002.914838345619,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5603,6003.878519365193,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5604,6004.591820724888,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5605,6005.855784942334,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5606,6006.678028614962,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5607,6007.325565907607,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5608,6007.978287457789,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5609,6009.204540379586,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5610,6010.190820410438,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5611,6011.253025428469,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5612,6012.651122635406,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5613,6013.047245645551,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5614,6014.0423731697965,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5615,6014.663869379401,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5616,6015.161467300141,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5617,6016.736803703802,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5618,6017.5305428991205,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5619,6018.180474529548,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5620,6019.650285835952,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5621,6020.485477165467,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5622,6021.07853368498,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5623,6022.496991537045,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5624,6022.866086750958,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5625,6024.235928621511,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5626,6024.765822154942,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5627,6025.652989058804,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5628,6026.328429368197,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5629,6027.149989355024,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5630,6029.083879336239,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5631,6029.871336490609,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5632,6030.366565545267,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5633,6031.190552493813,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5634,6032.274114806583,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5635,6033.146731331338,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5636,6033.644977208373,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5637,6034.942132629864,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5638,6035.78235760526,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5639,6036.735104464168,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5640,6037.621814970689,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5641,6038.620819010113,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5642,6039.78018846211,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5643,6040.747929474347,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5644,6041.398240993255,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5645,6042.397652237235,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5646,6042.668644064463,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5647,6043.99501026898,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5648,6044.552572123936,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5649,6046.181521955112,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5650,6046.796932396247,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5651,6048.2636073614,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5652,6048.952645864481,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5653,6049.241142991618,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5654,6050.246128122275,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5655,6051.626971033905,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5656,6052.439739293709,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5657,6053.067413924324,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5658,6053.778846036457,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5659,6054.804164558045,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5660,6056.260886232315,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5661,6057.072842116194,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5662,6058.00087627065,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5663,6059.134493785758,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5664,6059.466828728352,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5665,6060.34162759301,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5666,6061.493619822305,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5667,6061.793911747667,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5668,6063.25368720773,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5669,6064.593399932604,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5670,6065.104446594213,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5671,6066.142573932756,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5672,6066.82993437891,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5673,6068.165352787179,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5674,6068.884377847926,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5675,6069.5697098815,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5676,6070.4567309485865,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5677,6071.607124379687,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5678,6071.987031737128,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5679,6072.986930281585,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5680,6074.835751881019,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5681,6075.456209880472,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5682,6076.319580410927,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5683,6076.896595428756,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5684,6077.923525597854,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5685,6078.464257000359,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5686,6079.725372514824,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5687,6080.817594639934,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5688,6081.177170652934,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5689,6082.501083706978,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5690,6083.644016757933,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5691,6084.383007365661,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5692,6085.230905162356,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5693,6086.325556912579,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5694,6087.278392364373,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5695,6088.144768071507,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5696,6088.537541404678,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5697,6089.128616019718,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5698,6090.717153107078,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5699,6091.689881766669,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5700,6093.192335325568,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5701,6093.2834268176775,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5702,6094.550261329978,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5703,6095.331193379997,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5704,6095.911728318063,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5705,6097.09672848939,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5706,6098.071498010461,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5707,6098.786888080899,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5708,6099.667065247017,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5709,6100.713939634763,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5710,6101.542636010731,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5711,6103.111062056338,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5712,6103.890836007713,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5713,6104.369986546026,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
5714,6105.080112318568,10000.0,RS-detection + Illinois-affinage,0.02,4,True,20260521_133316
