n,partie_imaginaire,T_MAX,methode,precision_dps,calcule_le
4921,5374.114835212556,10000.0,Hardy-Z + Illinois,50,20260424_205325
4922,5374.869738245037,10000.0,Hardy-Z + Illinois,50,20260424_205325
4923,5376.7226636586165,10000.0,Hardy-Z + Illinois,50,20260424_205325
4924,5377.719730868922,10000.0,Hardy-Z + Illinois,50,20260424_205325
4925,5378.2070381300455,10000.0,Hardy-Z + Illinois,50,20260424_205325
4926,5378.768713720049,10000.0,Hardy-Z + Illinois,50,20260424_205325
4927,5380.103731882797,10000.0,Hardy-Z + Illinois,50,20260424_205325
4928,5380.877056510779,10000.0,Hardy-Z + Illinois,50,20260424_205325
4929,5381.348150697046,10000.0,Hardy-Z + Illinois,50,20260424_205325
4930,5382.809993370514,10000.0,Hardy-Z + Illinois,50,20260424_205325
4931,5383.528600988369,10000.0,Hardy-Z + Illinois,50,20260424_205325
4932,5384.819764523646,10000.0,Hardy-Z + Illinois,50,20260424_205325
4933,5385.689781133583,10000.0,Hardy-Z + Illinois,50,20260424_205325
4934,5386.311049248221,10000.0,Hardy-Z + Illinois,50,20260424_205325
4935,5387.705534128896,10000.0,Hardy-Z + Illinois,50,20260424_205325
4936,5388.449137494743,10000.0,Hardy-Z + Illinois,50,20260424_205325
4937,5389.608146493819,10000.0,Hardy-Z + Illinois,50,20260424_205325
4938,5389.909513561418,10000.0,Hardy-Z + Illinois,50,20260424_205325
4939,5390.9922600830005,10000.0,Hardy-Z + Illinois,50,20260424_205325
4940,5391.505965627098,10000.0,Hardy-Z + Illinois,50,20260424_205325
4941,5392.981959683038,10000.0,Hardy-Z + Illinois,50,20260424_205325
4942,5394.083717252516,10000.0,Hardy-Z + Illinois,50,20260424_205325
4943,5395.116663427588,10000.0,Hardy-Z + Illinois,50,20260424_205325
4944,5396.11585947175,10000.0,Hardy-Z + Illinois,50,20260424_205325
4945,5397.003429726802,10000.0,Hardy-Z + Illinois,50,20260424_205325
4946,5397.261960157861,10000.0,Hardy-Z + Illinois,50,20260424_205325
4947,5398.277621995208,10000.0,Hardy-Z + Illinois,50,20260424_205325
4948,5399.71250464047,10000.0,Hardy-Z + Illinois,50,20260424_205325
4949,5400.41888786829,10000.0,Hardy-Z + Illinois,50,20260424_205325
4950,5401.194496185364,10000.0,Hardy-Z + Illinois,50,20260424_205325
4951,5401.947143074565,10000.0,Hardy-Z + Illinois,50,20260424_205325
4952,5403.389590115237,10000.0,Hardy-Z + Illinois,50,20260424_205325
4953,5404.287687736618,10000.0,Hardy-Z + Illinois,50,20260424_205325
4954,5405.35445332277,10000.0,Hardy-Z + Illinois,50,20260424_205325
4955,5406.184132744065,10000.0,Hardy-Z + Illinois,50,20260424_205325
4956,5407.075537996711,10000.0,Hardy-Z + Illinois,50,20260424_205325
4957,5407.73501438386,10000.0,Hardy-Z + Illinois,50,20260424_205325
4958,5408.588715767542,10000.0,Hardy-Z + Illinois,50,20260424_205325
4959,5409.577739475962,10000.0,Hardy-Z + Illinois,50,20260424_205325
4960,5410.101872017244,10000.0,Hardy-Z + Illinois,50,20260424_205325
4961,5412.119660738807,10000.0,Hardy-Z + Illinois,50,20260424_205325
4962,5412.756931861646,10000.0,Hardy-Z + Illinois,50,20260424_205325
4963,5413.448942338435,10000.0,Hardy-Z + Illinois,50,20260424_205325
4964,5414.391884655146,10000.0,Hardy-Z + Illinois,50,20260424_205325
4965,5415.225062963723,10000.0,Hardy-Z + Illinois,50,20260424_205325
4966,5416.51181430913,10000.0,Hardy-Z + Illinois,50,20260424_205325
4967,5417.190777293039,10000.0,Hardy-Z + Illinois,50,20260424_205325
4968,5417.730775966484,10000.0,Hardy-Z + Illinois,50,20260424_205325
4969,5419.145769365588,10000.0,Hardy-Z + Illinois,50,20260424_205325
4970,5419.647914017258,10000.0,Hardy-Z + Illinois,50,20260424_205325
4971,5420.595118618174,10000.0,Hardy-Z + Illinois,50,20260424_205325
4972,5422.107201544395,10000.0,Hardy-Z + Illinois,50,20260424_205325
4973,5423.3642850300685,10000.0,Hardy-Z + Illinois,50,20260424_205325
4974,5423.582839997252,10000.0,Hardy-Z + Illinois,50,20260424_205325
4975,5424.9901375015925,10000.0,Hardy-Z + Illinois,50,20260424_205325
4976,5425.205579331657,10000.0,Hardy-Z + Illinois,50,20260424_205325
4977,5426.077473621457,10000.0,Hardy-Z + Illinois,50,20260424_205325
4978,5427.327787267212,10000.0,Hardy-Z + Illinois,50,20260424_205325
4979,5428.200793507518,10000.0,Hardy-Z + Illinois,50,20260424_205325
4980,5429.307069477648,10000.0,Hardy-Z + Illinois,50,20260424_205325
4981,5430.093232394631,10000.0,Hardy-Z + Illinois,50,20260424_205325
4982,5431.518550461937,10000.0,Hardy-Z + Illinois,50,20260424_205325
4983,5432.08130056369,10000.0,Hardy-Z + Illinois,50,20260424_205325
4984,5432.867061873673,10000.0,Hardy-Z + Illinois,50,20260424_205325
4985,5433.939314658023,10000.0,Hardy-Z + Illinois,50,20260424_205325
4986,5435.224510669427,10000.0,Hardy-Z + Illinois,50,20260424_205325
4987,5435.614214161094,10000.0,Hardy-Z + Illinois,50,20260424_205325
4988,5436.658400672125,10000.0,Hardy-Z + Illinois,50,20260424_205325
4989,5436.820644930088,10000.0,Hardy-Z + Illinois,50,20260424_205325
4990,5438.486077902408,10000.0,Hardy-Z + Illinois,50,20260424_205325
4991,5439.874947381833,10000.0,Hardy-Z + Illinois,50,20260424_205325
4992,5440.645160132015,10000.0,Hardy-Z + Illinois,50,20260424_205325
4993,5441.565050360557,10000.0,Hardy-Z + Illinois,50,20260424_205325
4994,5442.197196540772,10000.0,Hardy-Z + Illinois,50,20260424_205325
4995,5443.283539712419,10000.0,Hardy-Z + Illinois,50,20260424_205325
4996,5443.795137320657,10000.0,Hardy-Z + Illinois,50,20260424_205325
4997,5444.966959569919,10000.0,Hardy-Z + Illinois,50,20260424_205325
4998,5445.925027099689,10000.0,Hardy-Z + Illinois,50,20260424_205325
4999,5446.765247872766,10000.0,Hardy-Z + Illinois,50,20260424_205325
5000,5447.8619983012995,10000.0,Hardy-Z + Illinois,50,20260424_205325
5001,5448.908413286428,10000.0,Hardy-Z + Illinois,50,20260424_205325
5002,5449.427630167592,10000.0,Hardy-Z + Illinois,50,20260424_205325
5003,5451.309407660432,10000.0,Hardy-Z + Illinois,50,20260424_205325
5004,5451.666775612692,10000.0,Hardy-Z + Illinois,50,20260424_205325
5005,5452.330950202066,10000.0,Hardy-Z + Illinois,50,20260424_205325
5006,5453.276425897146,10000.0,Hardy-Z + Illinois,50,20260424_205325
5007,5454.232766091016,10000.0,Hardy-Z + Illinois,50,20260424_205325
5008,5454.948555510585,10000.0,Hardy-Z + Illinois,50,20260424_205325
5009,5455.867963982944,10000.0,Hardy-Z + Illinois,50,20260424_205325
5010,5457.254335831569,10000.0,Hardy-Z + Illinois,50,20260424_205325
5011,5458.715645086831,10000.0,Hardy-Z + Illinois,50,20260424_205325
5012,5459.06218261066,10000.0,Hardy-Z + Illinois,50,20260424_205325
5013,5459.714513943353,10000.0,Hardy-Z + Illinois,50,20260424_205325
5014,5460.815544164755,10000.0,Hardy-Z + Illinois,50,20260424_205325
5015,5461.682968830869,10000.0,Hardy-Z + Illinois,50,20260424_205325
5016,5462.745000549541,10000.0,Hardy-Z + Illinois,50,20260424_205325
5017,5463.764554543697,10000.0,Hardy-Z + Illinois,50,20260424_205325
5018,5464.243875226839,10000.0,Hardy-Z + Illinois,50,20260424_205325
5019,5465.083241509826,10000.0,Hardy-Z + Illinois,50,20260424_205325
5020,5466.41830624584,10000.0,Hardy-Z + Illinois,50,20260424_205325
5021,5467.7904449920225,10000.0,Hardy-Z + Illinois,50,20260424_205325
5022,5468.244535553761,10000.0,Hardy-Z + Illinois,50,20260424_205325
5023,5469.480888387573,10000.0,Hardy-Z + Illinois,50,20260424_205325
5024,5470.220068672417,10000.0,Hardy-Z + Illinois,50,20260424_205325
5025,5471.082873141512,10000.0,Hardy-Z + Illinois,50,20260424_205325
5026,5471.760866919687,10000.0,Hardy-Z + Illinois,50,20260424_205325
5027,5472.2640376931895,10000.0,Hardy-Z + Illinois,50,20260424_205325
5028,5473.925204188394,10000.0,Hardy-Z + Illinois,50,20260424_205325
5029,5474.871452901579,10000.0,Hardy-Z + Illinois,50,20260424_205325
5030,5475.749436824136,10000.0,Hardy-Z + Illinois,50,20260424_205325
5031,5476.748893801359,10000.0,Hardy-Z + Illinois,50,20260424_205325
5032,5477.671940618744,10000.0,Hardy-Z + Illinois,50,20260424_205325
5033,5478.4634364578205,10000.0,Hardy-Z + Illinois,50,20260424_205325
5034,5479.396814759793,10000.0,Hardy-Z + Illinois,50,20260424_205325
5035,5480.654805801402,10000.0,Hardy-Z + Illinois,50,20260424_205325
5036,5480.9567332021925,10000.0,Hardy-Z + Illinois,50,20260424_205325
5037,5481.993734077743,10000.0,Hardy-Z + Illinois,50,20260424_205325
5038,5483.066851689781,10000.0,Hardy-Z + Illinois,50,20260424_205325
5039,5483.47314896839,10000.0,Hardy-Z + Illinois,50,20260424_205325
5040,5485.379530334925,10000.0,Hardy-Z + Illinois,50,20260424_205325
5041,5486.2509580785645,10000.0,Hardy-Z + Illinois,50,20260424_205325
5042,5487.1586423257195,10000.0,Hardy-Z + Illinois,50,20260424_205325
5043,5487.814448203132,10000.0,Hardy-Z + Illinois,50,20260424_205325
5044,5488.239469786524,10000.0,Hardy-Z + Illinois,50,20260424_205325
5045,5489.5398863100445,10000.0,Hardy-Z + Illinois,50,20260424_205325
5046,5490.606477202432,10000.0,Hardy-Z + Illinois,50,20260424_205325
5047,5491.198488461751,10000.0,Hardy-Z + Illinois,50,20260424_205325
5048,5492.1370506013745,10000.0,Hardy-Z + Illinois,50,20260424_205325
5049,5493.792469126766,10000.0,Hardy-Z + Illinois,50,20260424_205325
5050,5494.038480583098,10000.0,Hardy-Z + Illinois,50,20260424_205325
5051,5495.280875462483,10000.0,Hardy-Z + Illinois,50,20260424_205325
5052,5496.089727275414,10000.0,Hardy-Z + Illinois,50,20260424_205325
5053,5497.373490396219,10000.0,Hardy-Z + Illinois,50,20260424_205325
5054,5498.1741239451,10000.0,Hardy-Z + Illinois,50,20260424_205325
5055,5498.633565305226,10000.0,Hardy-Z + Illinois,50,20260424_205325
5056,5499.612797508679,10000.0,Hardy-Z + Illinois,50,20260424_205325
5057,5500.353983645931,10000.0,Hardy-Z + Illinois,50,20260424_205325
5058,5501.331224223355,10000.0,Hardy-Z + Illinois,50,20260424_205325
5059,5503.211694478847,10000.0,Hardy-Z + Illinois,50,20260424_205325
5060,5503.522536239299,10000.0,Hardy-Z + Illinois,50,20260424_205325
5061,5504.5794910405075,10000.0,Hardy-Z + Illinois,50,20260424_205325
5062,5505.571935828687,10000.0,Hardy-Z + Illinois,50,20260424_205325
5063,5506.330011485519,10000.0,Hardy-Z + Illinois,50,20260424_205325
5064,5506.908179898228,10000.0,Hardy-Z + Illinois,50,20260424_205325
5065,5508.017009501102,10000.0,Hardy-Z + Illinois,50,20260424_205325
5066,5509.291230676582,10000.0,Hardy-Z + Illinois,50,20260424_205325
5067,5509.945930302345,10000.0,Hardy-Z + Illinois,50,20260424_205325
5068,5510.544264813349,10000.0,Hardy-Z + Illinois,50,20260424_205325
5069,5511.757773875191,10000.0,Hardy-Z + Illinois,50,20260424_205325
5070,5513.109958056238,10000.0,Hardy-Z + Illinois,50,20260424_205325
5071,5514.001848704367,10000.0,Hardy-Z + Illinois,50,20260424_205325
5072,5514.844462098076,10000.0,Hardy-Z + Illinois,50,20260424_205325
5073,5515.501482955429,10000.0,Hardy-Z + Illinois,50,20260424_205325
5074,5516.629656666068,10000.0,Hardy-Z + Illinois,50,20260424_205325
5075,5517.161633410805,10000.0,Hardy-Z + Illinois,50,20260424_205325
5076,5517.9482995564285,10000.0,Hardy-Z + Illinois,50,20260424_205325
5077,5519.09583760703,10000.0,Hardy-Z + Illinois,50,20260424_205325
5078,5520.215397938825,10000.0,Hardy-Z + Illinois,50,20260424_205325
5079,5521.61420475315,10000.0,Hardy-Z + Illinois,50,20260424_205325
5080,5522.249630994145,10000.0,Hardy-Z + Illinois,50,20260424_205325
5081,5522.970046465707,10000.0,Hardy-Z + Illinois,50,20260424_205325
5082,5523.601350977461,10000.0,Hardy-Z + Illinois,50,20260424_205325
5083,5525.239782350297,10000.0,Hardy-Z + Illinois,50,20260424_205325
5084,5525.717122329118,10000.0,Hardy-Z + Illinois,50,20260424_205325
5085,5526.6627652236875,10000.0,Hardy-Z + Illinois,50,20260424_205325
5086,5527.355332468716,10000.0,Hardy-Z + Illinois,50,20260424_205325
5087,5528.1664125017805,10000.0,Hardy-Z + Illinois,50,20260424_205325
5088,5529.660934020357,10000.0,Hardy-Z + Illinois,50,20260424_205325
5089,5530.203159249181,10000.0,Hardy-Z + Illinois,50,20260424_205325
5090,5531.9296126027775,10000.0,Hardy-Z + Illinois,50,20260424_205325
5091,5532.461117364643,10000.0,Hardy-Z + Illinois,50,20260424_205325
5092,5533.275825277343,10000.0,Hardy-Z + Illinois,50,20260424_205325
5093,5533.953358476205,10000.0,Hardy-Z + Illinois,50,20260424_205325
5094,5534.8107890073625,10000.0,Hardy-Z + Illinois,50,20260424_205325
5095,5535.656868324537,10000.0,Hardy-Z + Illinois,50,20260424_205325
5096,5536.899525056138,10000.0,Hardy-Z + Illinois,50,20260424_205325
5097,5537.790908369001,10000.0,Hardy-Z + Illinois,50,20260424_205325
5098,5538.740727318241,10000.0,Hardy-Z + Illinois,50,20260424_205325
5099,5539.814585079013,10000.0,Hardy-Z + Illinois,50,20260424_205325
5100,5540.694583143287,10000.0,Hardy-Z + Illinois,50,20260424_205325
5101,5541.576351543939,10000.0,Hardy-Z + Illinois,50,20260424_205325
5102,5542.76464605671,10000.0,Hardy-Z + Illinois,50,20260424_205325
5103,5543.1132566728165,10000.0,Hardy-Z + Illinois,50,20260424_205325
5104,5544.515208608564,10000.0,Hardy-Z + Illinois,50,20260424_205325
5105,5545.192999163191,10000.0,Hardy-Z + Illinois,50,20260424_205325
5106,5545.667895222008,10000.0,Hardy-Z + Illinois,50,20260424_205325
5107,5546.535304578454,10000.0,Hardy-Z + Illinois,50,20260424_205325
5108,5548.523919661124,10000.0,Hardy-Z + Illinois,50,20260424_205325
5109,5549.358839814484,10000.0,Hardy-Z + Illinois,50,20260424_205325
5110,5549.83482314245,10000.0,Hardy-Z + Illinois,50,20260424_205325
5111,5550.807899778983,10000.0,Hardy-Z + Illinois,50,20260424_205325
5112,5551.929911749658,10000.0,Hardy-Z + Illinois,50,20260424_205325
5113,5552.207947116758,10000.0,Hardy-Z + Illinois,50,20260424_205325
5114,5553.65978978595,10000.0,Hardy-Z + Illinois,50,20260424_205325
5115,5554.238599943796,10000.0,Hardy-Z + Illinois,50,20260424_205325
5116,5555.402430795448,10000.0,Hardy-Z + Illinois,50,20260424_205325
5117,5556.199245743833,10000.0,Hardy-Z + Illinois,50,20260424_205325
5118,5557.363922456237,10000.0,Hardy-Z + Illinois,50,20260424_205325
5119,5558.202004496688,10000.0,Hardy-Z + Illinois,50,20260424_205325
5120,5559.2481786027265,10000.0,Hardy-Z + Illinois,50,20260424_205325
5121,5560.367211776969,10000.0,Hardy-Z + Illinois,50,20260424_205325
5122,5561.310135213797,10000.0,Hardy-Z + Illinois,50,20260424_205325
5123,5561.791548798032,10000.0,Hardy-Z + Illinois,50,20260424_205325
5124,5562.261884446337,10000.0,Hardy-Z + Illinois,50,20260424_205325
5125,5563.6378709008395,10000.0,Hardy-Z + Illinois,50,20260424_205325
5126,5564.430162550764,10000.0,Hardy-Z + Illinois,50,20260424_205325
5127,5565.566217326975,10000.0,Hardy-Z + Illinois,50,20260424_205325
5128,5566.912177257102,10000.0,Hardy-Z + Illinois,50,20260424_205325
5129,5567.644318652243,10000.0,Hardy-Z + Illinois,50,20260424_205325
5130,5568.798580122038,10000.0,Hardy-Z + Illinois,50,20260424_205325
5131,5568.912933770419,10000.0,Hardy-Z + Illinois,50,20260424_205325
5132,5570.0063561733205,10000.0,Hardy-Z + Illinois,50,20260424_205325
5133,5571.437867776982,10000.0,Hardy-Z + Illinois,50,20260424_205325
5134,5572.175581208445,10000.0,Hardy-Z + Illinois,50,20260424_205325
5135,5572.586024225679,10000.0,Hardy-Z + Illinois,50,20260424_205325
5136,5573.899529405043,10000.0,Hardy-Z + Illinois,50,20260424_205325
5137,5574.4412838834005,10000.0,Hardy-Z + Illinois,50,20260424_205325
5138,5576.0647624328885,10000.0,Hardy-Z + Illinois,50,20260424_205325
5139,5577.183679281282,10000.0,Hardy-Z + Illinois,50,20260424_205325
5140,5577.672276828444,10000.0,Hardy-Z + Illinois,50,20260424_205325
5141,5578.644644373745,10000.0,Hardy-Z + Illinois,50,20260424_205325
5142,5579.495916492832,10000.0,Hardy-Z + Illinois,50,20260424_205325
5143,5580.333270376428,10000.0,Hardy-Z + Illinois,50,20260424_205325
5144,5581.025573783575,10000.0,Hardy-Z + Illinois,50,20260424_205325
5145,5581.822277193783,10000.0,Hardy-Z + Illinois,50,20260424_205325
5146,5583.389191418453,10000.0,Hardy-Z + Illinois,50,20260424_205325
5147,5584.323740890818,10000.0,Hardy-Z + Illinois,50,20260424_205325
5148,5585.244570955993,10000.0,Hardy-Z + Illinois,50,20260424_205325
5149,5585.7087170081995,10000.0,Hardy-Z + Illinois,50,20260424_205325
5150,5587.160081274638,10000.0,Hardy-Z + Illinois,50,20260424_205325
5151,5587.88652528124,10000.0,Hardy-Z + Illinois,50,20260424_205325
5152,5588.751061185498,10000.0,Hardy-Z + Illinois,50,20260424_205325
5153,5589.691727171091,10000.0,Hardy-Z + Illinois,50,20260424_205325
5154,5590.385173138887,10000.0,Hardy-Z + Illinois,50,20260424_205325
5155,5591.400963623905,10000.0,Hardy-Z + Illinois,50,20260424_205325
5156,5591.92524079259,10000.0,Hardy-Z + Illinois,50,20260424_205325
5157,5593.555617029215,10000.0,Hardy-Z + Illinois,50,20260424_205325
5158,5594.574594282588,10000.0,Hardy-Z + Illinois,50,20260424_205325
5159,5595.711374711911,10000.0,Hardy-Z + Illinois,50,20260424_205325
5160,5596.227736682097,10000.0,Hardy-Z + Illinois,50,20260424_205325
5161,5596.856616829597,10000.0,Hardy-Z + Illinois,50,20260424_205325
5162,5597.841768955218,10000.0,Hardy-Z + Illinois,50,20260424_205325
5163,5598.606006812811,10000.0,Hardy-Z + Illinois,50,20260424_205325
5164,5600.162150309787,10000.0,Hardy-Z + Illinois,50,20260424_205325
5165,5600.549747047591,10000.0,Hardy-Z + Illinois,50,20260424_205325
5166,5601.3007509665795,10000.0,Hardy-Z + Illinois,50,20260424_205325
5167,5603.081362651795,10000.0,Hardy-Z + Illinois,50,20260424_205325
5168,5603.564840050678,10000.0,Hardy-Z + Illinois,50,20260424_205325
5169,5604.3472543495045,10000.0,Hardy-Z + Illinois,50,20260424_205325
5170,5605.6446541874475,10000.0,Hardy-Z + Illinois,50,20260424_205325
5171,5606.5425795459,10000.0,Hardy-Z + Illinois,50,20260424_205325
5172,5607.273178719414,10000.0,Hardy-Z + Illinois,50,20260424_205325
5173,5608.00540350311,10000.0,Hardy-Z + Illinois,50,20260424_205325
5174,5608.695582163808,10000.0,Hardy-Z + Illinois,50,20260424_205325
5175,5609.563895924983,10000.0,Hardy-Z + Illinois,50,20260424_205325
5176,5611.146743753713,10000.0,Hardy-Z + Illinois,50,20260424_205325
5177,5612.157114643562,10000.0,Hardy-Z + Illinois,50,20260424_205325
5178,5613.121400281543,10000.0,Hardy-Z + Illinois,50,20260424_205325
5179,5613.727896996746,10000.0,Hardy-Z + Illinois,50,20260424_205325
5180,5614.4922879169335,10000.0,Hardy-Z + Illinois,50,20260424_205325
5181,5615.741026437993,10000.0,Hardy-Z + Illinois,50,20260424_205325
5182,5616.254524796164,10000.0,Hardy-Z + Illinois,50,20260424_205325
5183,5617.320271437551,10000.0,Hardy-Z + Illinois,50,20260424_205325
5184,5618.289089574102,10000.0,Hardy-Z + Illinois,50,20260424_205325
5185,5619.268082017289,10000.0,Hardy-Z + Illinois,50,20260424_205325
5186,5619.902394519334,10000.0,Hardy-Z + Illinois,50,20260424_205325
5187,5621.023391660963,10000.0,Hardy-Z + Illinois,50,20260424_205325
5188,5622.488604142267,10000.0,Hardy-Z + Illinois,50,20260424_205325
5189,5623.413625843146,10000.0,Hardy-Z + Illinois,50,20260424_205325
5190,5623.777120106694,10000.0,Hardy-Z + Illinois,50,20260424_205325
5191,5624.755579135307,10000.0,Hardy-Z + Illinois,50,20260424_205325
5192,5625.592184743385,10000.0,Hardy-Z + Illinois,50,20260424_205325
5193,5626.502242711866,10000.0,Hardy-Z + Illinois,50,20260424_205325
5194,5627.213187208194,10000.0,Hardy-Z + Illinois,50,20260424_205325
5195,5628.348462444159,10000.0,Hardy-Z + Illinois,50,20260424_205325
5196,5629.890648797948,10000.0,Hardy-Z + Illinois,50,20260424_205325
5197,5630.380502229843,10000.0,Hardy-Z + Illinois,50,20260424_205325
5198,5631.520288039644,10000.0,Hardy-Z + Illinois,50,20260424_205325
5199,5632.197465155438,10000.0,Hardy-Z + Illinois,50,20260424_205325
5200,5632.847100005568,10000.0,Hardy-Z + Illinois,50,20260424_205325
5201,5634.370016211939,10000.0,Hardy-Z + Illinois,50,20260424_205325
5202,5635.016250807584,10000.0,Hardy-Z + Illinois,50,20260424_205325
5203,5635.929470274486,10000.0,Hardy-Z + Illinois,50,20260424_205325
5204,5636.236694481527,10000.0,Hardy-Z + Illinois,50,20260424_205325
5205,5637.490237062519,10000.0,Hardy-Z + Illinois,50,20260424_205325
5206,5638.788714457923,10000.0,Hardy-Z + Illinois,50,20260424_205325
5207,5640.134252591616,10000.0,Hardy-Z + Illinois,50,20260424_205325
5208,5640.385710966422,10000.0,Hardy-Z + Illinois,50,20260424_205325
5209,5641.872250768497,10000.0,Hardy-Z + Illinois,50,20260424_205325
5210,5642.463399097842,10000.0,Hardy-Z + Illinois,50,20260424_205325
5211,5643.0933194405825,10000.0,Hardy-Z + Illinois,50,20260424_205325
5212,5643.663127487791,10000.0,Hardy-Z + Illinois,50,20260424_205325
5213,5645.328117414938,10000.0,Hardy-Z + Illinois,50,20260424_205325
5214,5645.769016095282,10000.0,Hardy-Z + Illinois,50,20260424_205325
5215,5647.161576573469,10000.0,Hardy-Z + Illinois,50,20260424_205325
5216,5647.857206976796,10000.0,Hardy-Z + Illinois,50,20260424_205325
5217,5648.974462993071,10000.0,Hardy-Z + Illinois,50,20260424_205325
5218,5649.8007569253605,10000.0,Hardy-Z + Illinois,50,20260424_205325
5219,5650.839075232864,10000.0,Hardy-Z + Illinois,50,20260424_205325
5220,5651.883418462846,10000.0,Hardy-Z + Illinois,50,20260424_205325
5221,5652.345479579187,10000.0,Hardy-Z + Illinois,50,20260424_205325
5222,5653.40735620534,10000.0,Hardy-Z + Illinois,50,20260424_205325
5223,5654.19215137351,10000.0,Hardy-Z + Illinois,50,20260424_205325
5224,5655.000372762493,10000.0,Hardy-Z + Illinois,50,20260424_205325
5225,5655.819252623684,10000.0,Hardy-Z + Illinois,50,20260424_205325
5226,5657.866738715883,10000.0,Hardy-Z + Illinois,50,20260424_205325
5227,5658.411247459895,10000.0,Hardy-Z + Illinois,50,20260424_205325
5228,5658.921215888584,10000.0,Hardy-Z + Illinois,50,20260424_205325
5229,5659.894412872659,10000.0,Hardy-Z + Illinois,50,20260424_205325
5230,5660.630422802744,10000.0,Hardy-Z + Illinois,50,20260424_205325
5231,5661.929696761165,10000.0,Hardy-Z + Illinois,50,20260424_205325
5232,5662.457451148034,10000.0,Hardy-Z + Illinois,50,20260424_205325
5233,5663.557248248997,10000.0,Hardy-Z + Illinois,50,20260424_205325
5234,5664.3367082563,10000.0,Hardy-Z + Illinois,50,20260424_205325
5235,5665.460459801875,10000.0,Hardy-Z + Illinois,50,20260424_205325
5236,5666.472615778432,10000.0,Hardy-Z + Illinois,50,20260424_205325
5237,5667.316170462719,10000.0,Hardy-Z + Illinois,50,20260424_205325
5238,5668.52531560932,10000.0,Hardy-Z + Illinois,50,20260424_205325
5239,5669.472767900276,10000.0,Hardy-Z + Illinois,50,20260424_205325
5240,5669.97856381366,10000.0,Hardy-Z + Illinois,50,20260424_205325
5241,5671.149659068222,10000.0,Hardy-Z + Illinois,50,20260424_205325
5242,5671.479959154304,10000.0,Hardy-Z + Illinois,50,20260424_205325
5243,5672.290954890888,10000.0,Hardy-Z + Illinois,50,20260424_205325
5244,5673.937158397051,10000.0,Hardy-Z + Illinois,50,20260424_205325
5245,5674.814995125545,10000.0,Hardy-Z + Illinois,50,20260424_205325
5246,5675.707528740346,10000.0,Hardy-Z + Illinois,50,20260424_205325
5247,5676.972536522759,10000.0,Hardy-Z + Illinois,50,20260424_205325
5248,5677.38502608254,10000.0,Hardy-Z + Illinois,50,20260424_205325
5249,5678.347908881796,10000.0,Hardy-Z + Illinois,50,20260424_205325
5250,5679.113903984792,10000.0,Hardy-Z + Illinois,50,20260424_205325
5251,5680.339045053083,10000.0,Hardy-Z + Illinois,50,20260424_205325
5252,5681.241565137187,10000.0,Hardy-Z + Illinois,50,20260424_205325
5253,5682.099169924707,10000.0,Hardy-Z + Illinois,50,20260424_205325
5254,5682.288150146846,10000.0,Hardy-Z + Illinois,50,20260424_205325
5255,5683.970509043296,10000.0,Hardy-Z + Illinois,50,20260424_205325
5256,5685.123793484791,10000.0,Hardy-Z + Illinois,50,20260424_205325
5257,5686.093541225542,10000.0,Hardy-Z + Illinois,50,20260424_205325
5258,5687.024519731125,10000.0,Hardy-Z + Illinois,50,20260424_205325
5259,5687.481856548011,10000.0,Hardy-Z + Illinois,50,20260424_205325
5260,5688.363844470026,10000.0,Hardy-Z + Illinois,50,20260424_205325
5261,5689.5086317872965,10000.0,Hardy-Z + Illinois,50,20260424_205325
5262,5689.952695061553,10000.0,Hardy-Z + Illinois,50,20260424_205325
5263,5691.140945770725,10000.0,Hardy-Z + Illinois,50,20260424_205325
5264,5692.205217958837,10000.0,Hardy-Z + Illinois,50,20260424_205325
5265,5693.589608697249,10000.0,Hardy-Z + Illinois,50,20260424_205325
5266,5694.31196652828,10000.0,Hardy-Z + Illinois,50,20260424_205325
5267,5694.609217468297,10000.0,Hardy-Z + Illinois,50,20260424_205325
5268,5696.031917372012,10000.0,Hardy-Z + Illinois,50,20260424_205325
5269,5697.172049668285,10000.0,Hardy-Z + Illinois,50,20260424_205325
5270,5697.902079625019,10000.0,Hardy-Z + Illinois,50,20260424_205325
5271,5698.3747478279965,10000.0,Hardy-Z + Illinois,50,20260424_205325
5272,5699.37299319699,10000.0,Hardy-Z + Illinois,50,20260424_205325
5273,5700.481014348115,10000.0,Hardy-Z + Illinois,50,20260424_205325
5274,5700.983872395576,10000.0,Hardy-Z + Illinois,50,20260424_205325
5275,5702.7328114453485,10000.0,Hardy-Z + Illinois,50,20260424_205325
5276,5703.616227811558,10000.0,Hardy-Z + Illinois,50,20260424_205325
5277,5704.505840610416,10000.0,Hardy-Z + Illinois,50,20260424_205325
5278,5705.177927107997,10000.0,Hardy-Z + Illinois,50,20260424_205325
5279,5706.07741432669,10000.0,Hardy-Z + Illinois,50,20260424_205325
5280,5706.596075748012,10000.0,Hardy-Z + Illinois,50,20260424_205325
5281,5707.768652251344,10000.0,Hardy-Z + Illinois,50,20260424_205325
5282,5709.039424443667,10000.0,Hardy-Z + Illinois,50,20260424_205325
5283,5709.520369132198,10000.0,Hardy-Z + Illinois,50,20260424_205325
5284,5710.6017409347705,10000.0,Hardy-Z + Illinois,50,20260424_205325
5285,5711.559224969294,10000.0,Hardy-Z + Illinois,50,20260424_205325
5286,5712.815871228329,10000.0,Hardy-Z + Illinois,50,20260424_205325
